Categories,year,total,flesch_kincaid_Mean,flesch_kincaid_Min,flesch_kincaid_Max,smog_Mean,smog_Min,smog_Max,length_Mean,length_Min,length_Max,ChildCount
entertainment;sports,2013,375,13.65307389,7.57030303,23.84355279,15.25114856,10.79355341,21.19438992,9471.642667,509,41390,226
entertainment;sports,2014,377,13.72305111,7.276936113,18.39962545,15.29300804,9.642632912,19.32081421,9502.257294,509,39829,227
entertainment;sports,2015,391,13.64730161,7.276936113,18.39962545,15.11483049,9.642632912,19.32081421,9986.88491,509,43342,240
entertainment;sports,2016,409,13.61302824,7.276936113,19.25908522,15.75691935,9.642632912,19.32081421,11246.49633,544,48106,249
entertainment;sports,2017,417,13.43887454,5.463257862,18.39962545,16.075412,9.642632912,19.32081421,13674.33813,509,47532,256
entertainment;sports,2018,386,13.77708118,5.463257862,18.55592593,16.31824741,9.642632912,20.55063469,17352.94819,544,43154,266
entertainment;sports,2019,357,13.66833283,5.594183007,19.43671642,16.34199375,8.648137235,20.55063469,18003.63305,480,43154,255
entertainment;sports;streamingmedia,2010,1,11.76453076,11.76453076,11.76453076,14.92929796,14.92929796,14.92929796,6009,6009,6009,0
entertainment;sports;streamingmedia,2011,1,13.36456109,13.36456109,13.36456109,15.6451,15.6451,15.6451,5931,5931,5931,0
entertainment;sports;streamingmedia,2012,1,13.36456109,13.36456109,13.36456109,15.6451,15.6451,15.6451,5782,5782,5782,0
entertainment;sports;streamingmedia,2018,1,12.63221636,12.63221636,12.63221636,,,,5642,5642,5642,1
entertainment;sports;streamingmedia,2019,1,9.793337784,9.793337784,9.793337784,,,,1605,1605,1605,0
entertainment;streamingmedia,1997,1,15.89768421,15.89768421,15.89768421,,,,1667,1667,1667,1
entertainment;streamingmedia,1998,1,15.89768421,15.89768421,15.89768421,,,,1667,1667,1667,1
entertainment;streamingmedia,1999,7,13.54625177,10.7987154,15.98085068,14.63477126,12.63128222,16.40432271,7236.142857,1636,13014,7
entertainment;streamingmedia,2000,16,12.29658409,10.49703415,14.35039652,14.03452608,12.5161,15.94569857,9762.9375,1295,21617,9
entertainment;streamingmedia,2001,23,11.93719619,9.69843552,14.35039652,13.85917378,12.10132525,15.94569857,8638.217391,1656,19402,15
entertainment;streamingmedia,2002,29,11.95992305,9.69843552,13.74400175,14.36858388,12.10132525,17.27704034,8312.482759,1656,16343,19
entertainment;streamingmedia,2003,32,12.13364208,9.69843552,16.16480062,14.49429244,11.79290869,18.27955013,8837.84375,1656,32769,21
entertainment;streamingmedia,2004,32,12.3441121,9.69843552,16.16480062,14.85455467,12.5161,18.27955013,9344,1656,32769,21
entertainment;streamingmedia,2005,38,12.43366224,9.182723005,15.90310033,15.29715598,12.5161,19.2534887,11380.52632,1505,41416,28
entertainment;streamingmedia,2006,50,12.15874558,9.182723005,15.91491179,14.77709108,11.66642294,17.35372351,10519.42,1505,41416,38
entertainment;streamingmedia,2007,60,12.09012226,8.985994934,16.03543488,14.60324462,12.28138786,18.45800681,9180.216667,831,41416,36
entertainment;streamingmedia,2008,87,12.74394491,8.985994934,16.32863256,15.44139133,12.04049591,18.45800681,9949.747126,831,48332,53
entertainment;streamingmedia,2009,115,12.81873771,8.20982906,16.87811422,15.33368382,11.72989834,20.04371755,9175.617391,522,48339,69
entertainment;streamingmedia,2010,160,12.99140204,8.534998385,17.5355954,15.41044363,11.40765585,20.04371755,8568.55625,522,48287,76
entertainment;streamingmedia,2011,218,12.87401395,6.457664204,21.28634273,15.36967946,11.97924847,20.04371755,8540.050459,769,52217,101
entertainment;streamingmedia,2012,272,12.90614323,6.457664204,17.94282317,15.16904118,11.97924847,20.04371755,7489.422794,831,52217,118
entertainment;streamingmedia,2013,325,12.98762344,8.420071603,17.94282317,15.17453723,11.00357732,20.04371755,8278.28,857,51624,150
entertainment;streamingmedia,2014,352,13.24175056,8.819466317,18.47013647,15.39043179,12.04049591,20.04371755,8550.457386,500,51624,161
entertainment;streamingmedia,2015,396,13.19112182,9.007181535,18.18784005,15.30588628,11.60247206,20.04371755,8459.272727,500,54396,170
entertainment;streamingmedia,2016,448,13.11964218,9.007181535,18.18784005,15.19652272,11.60247206,20.04371755,7930.848214,500,54396,185
entertainment;streamingmedia,2017,442,13.15116738,9.109763314,17.94282317,15.37766348,11.60247206,20.04371755,7871.873303,500,51580,180
entertainment;streamingmedia,2018,331,13.23904685,9.154727273,17.94282317,15.35478295,11.60247206,20.04371755,8508.241692,500,63676,144
entertainment;streamingmedia,2019,306,13.36800371,6.648367347,18.73697183,15.41132937,9.473421319,19.52113169,11259.5,500,63657,154
entertainment;travel,2001,2,8.965511955,8.965511955,8.965511955,11.85546408,11.85546408,11.85546408,5443,5443,5443,2
entertainment;travel,2003,2,8.965511955,8.965511955,8.965511955,11.85546408,11.85546408,11.85546408,5447.5,5447,5448,2
entertainment;travel,2004,4,10.1943606,8.965511955,11.85944719,11.85546408,11.85546408,11.85546408,4260.25,2715,5447,2
entertainment;travel,2005,7,9.776366246,8.379280507,11.85944719,11.56532724,11.27519041,11.85546408,5511.714286,2715,9426,2
entertainment;travel,2006,9,10.94395663,8.921306478,12.49984901,12.55283857,11.85546408,14.7901945,6522.444444,2715,15853,3
entertainment;travel,2007,11,11.98933296,8.921306478,13.99117796,13.8122376,11.85546408,15.68848315,9833,3179,23179,5
entertainment;travel,2008,9,12.22989206,8.921306478,14.5497136,14.04369888,11.85546408,15.68848315,7217.111111,3179,14245,5
entertainment;travel,2009,9,12.16803779,8.921306478,14.58632258,14.167714,11.85546408,15.77480295,7422.555556,3173,14355,6
entertainment;travel,2010,13,13.08297053,8.921306478,17.1234703,14.82446459,11.85546408,18.38687461,9718.923077,2069,24090,8
entertainment;travel,2011,14,12.88543564,8.921306478,17.48720049,14.97992344,11.85546408,18.8434795,11601.85714,2069,26288,11
entertainment;travel,2012,17,12.797442,8.921306478,17.48720049,14.9520601,11.85546408,18.8434795,11650.94118,2069,26288,12
entertainment;travel,2013,14,12.84283766,8.921306478,17.48720049,15.12497827,11.85546408,18.8434795,12212.64286,3318,25662,11
entertainment;travel,2014,17,13.02527875,8.921306478,17.48720049,15.10018788,11.85546408,18.8434795,12649.58824,3318,25662,11
entertainment;travel,2015,15,12.81219574,8.921306478,17.48720049,15.23512526,11.85546408,18.8434795,11533,3318,25662,12
entertainment;travel,2016,12,12.32618401,8.921306478,16.96481114,14.87786586,11.85546408,18.17145992,11081.33333,3318,24717,10
entertainment;travel,2017,10,13.07515815,8.921306478,16.96481114,15.13052189,11.85546408,18.17145992,9445.4,3318,15327,8
entertainment;travel,2018,11,12.43328452,9.629883652,15.64436571,15.16169326,12.6883529,17.16122988,7988.090909,3318,15327,7
entertainment;travel,2019,11,12.39879781,9.629883652,15.0321431,15.61330304,12.6883529,18.06258737,11688.45455,3318,24717,9
entertainment;vehicles,2003,2,13.31576318,13.31576318,13.31576318,15.29246565,15.29246565,15.29246565,23297,23297,23297,2
entertainment;vehicles,2004,2,13.31576318,13.31576318,13.31576318,15.29246565,15.29246565,15.29246565,23297,23297,23297,2
entertainment;vehicles,2005,2,13.31576318,13.31576318,13.31576318,15.29246565,15.29246565,15.29246565,23297,23297,23297,2
entertainment;vehicles,2006,2,13.24400886,13.24400886,13.24400886,15.68848315,15.68848315,15.68848315,25948,25948,25948,2
entertainment;vehicles,2007,1,13.24400886,13.24400886,13.24400886,15.68848315,15.68848315,15.68848315,25948,25948,25948,1
entertainment;vehicles,2011,4,12.670534,12.670534,12.670534,14.7901945,14.7901945,14.7901945,7199,7199,7199,4
entertainment;vehicles,2012,4,12.60229727,12.39758709,12.670534,14.7901945,14.7901945,14.7901945,6124.25,2900,7199,4
entertainment;vehicles,2013,6,12.5795517,12.39758709,12.670534,14.7901945,14.7901945,14.7901945,5766,2900,7199,6
entertainment;vehicles,2014,5,12.56135523,12.39758709,12.670534,14.7901945,14.7901945,14.7901945,5479.4,2900,7199,5
entertainment;vehicles,2015,7,13.04643835,12.39758709,13.93472051,14.82736193,14.7901945,14.88311306,7633.571429,2900,11120,6
entertainment;vehicles,2016,10,12.91754879,12.39122622,13.93472051,14.82116735,14.7901945,14.88311306,7023.2,2900,11120,8
entertainment;vehicles,2017,9,12.99182904,12.39122622,13.93472051,14.82116735,14.7901945,14.88311306,7481.333333,2900,11120,7
entertainment;vehicles,2018,10,13.4749785,12.39122622,15.08544509,15.43241861,14.88311306,16.6881,9285,2900,14593,9
entertainment;vehicles,2019,8,14.14601974,12.39122622,15.38060591,16.61297095,15.90318901,17.87934746,11846.25,2900,16631,8
entertainment;weapons,2012,2,12.77055556,12.77055556,12.77055556,,,,2203,2203,2203,0
entertainment;weapons,2013,1,12.77055556,12.77055556,12.77055556,,,,2203,2203,2203,0
entertainment;weapons,2015,1,12.62416667,12.62416667,12.62416667,15.24766489,15.24766489,15.24766489,13462,13462,13462,1
entertainment;weapons,2019,2,15.24440785,15.24440785,15.24440785,17.31543374,17.31543374,17.31543374,16621,16621,16621,2
foodandrecipes,1998,4,12.43636112,10.53481837,14.85273712,,,,2526.25,1714,2975,2
foodandrecipes,1999,9,11.84184516,7.700303315,14.85273712,10.93419731,10.93419731,10.93419731,2643.777778,1714,3210,5
foodandrecipes,2000,23,12.10569287,9.910833333,14.85273712,13.44973277,12.04049591,14.64941154,4263.608696,1590,14677,11
foodandrecipes,2001,37,11.79562027,8.132648649,14.85273712,14.27693605,12.34062658,16.28082958,5449.432432,1714,16278,15
foodandrecipes,2002,52,12.06684419,8.212378378,16.87714286,14.29880911,11.97924847,16.28082958,6761.230769,1416,16680,20
foodandrecipes,2003,73,12.26938473,7.816408163,16.87714286,14.56596911,12.5161,17.4299955,6793.863014,929,16676,32
foodandrecipes,2004,78,12.31972816,8.867869674,17.15014354,14.58463845,11.85546408,18.35118386,6659.666667,929,17099,32
foodandrecipes,2005,80,12.54636774,8.867869674,18.25599234,14.58647856,11.85546408,18.35118386,6908.2625,929,16823,38
foodandrecipes,2006,122,12.85517414,7.168682927,18.79906189,14.99512103,11.85546408,20.36228824,7512.5,797,38021,68
foodandrecipes,2007,150,12.91209611,7.3625,18.79906189,15.26319969,11.53803483,20.36228824,8468.62,804,40253,72
foodandrecipes,2008,170,12.82902537,4.479130435,17.56089359,15.25885028,11.14053502,18.24360595,9098.547059,793,40155,94
foodandrecipes,2009,183,12.92111541,7.706045365,18.14059014,15.1598965,11.14053502,18.24360595,9432.939891,831,125549,94
foodandrecipes,2010,232,12.90109103,7.706045365,19.00782275,15.19601041,10.86419502,18.94697818,9298.008621,876,125549,112
foodandrecipes,2011,313,12.82224539,7.378821429,17.87341443,15.17526378,10.86419502,17.87934746,8973.990415,876,125549,154
foodandrecipes,2012,397,12.90486123,7.513678571,17.87341443,15.185015,11.72989834,18.13525684,8336.579345,593,42543,195
foodandrecipes,2013,451,12.9490508,6.936911929,19.00782275,15.13862245,8.93627823,20.58182815,8410.855876,532,32138,221
foodandrecipes,2014,598,12.84896379,6.936911929,19.00782275,14.98822788,8.93627823,20.58182815,8348.30602,593,43082,268
foodandrecipes,2015,764,12.73210323,6.857937938,19.00782275,14.86907329,8.93627823,20.58182815,8221.108639,649,43068,329
foodandrecipes,2016,858,12.70411996,6.857937938,19.00782275,14.82084866,8.93627823,20.67507581,8549.134033,713,43068,387
foodandrecipes,2017,755,12.67359274,6.857937938,17.67611648,14.70907022,8.93627823,19.3543722,8655.64106,713,42387,341
foodandrecipes,2018,580,12.86852606,7.535603279,17.67611648,14.80760926,9.80755858,19.3543722,11190.68621,713,57640,333
foodandrecipes,2019,642,12.74009189,7.535603279,18.73466073,14.72918787,10.57760985,20.67507581,12139.88006,867,57640,412
foodandrecipes;health,2008,1,15.26523186,15.26523186,15.26523186,17.04445562,17.04445562,17.04445562,8205,8205,8205,0
foodandrecipes;health,2009,2,15.26523186,15.26523186,15.26523186,17.04445562,17.04445562,17.04445562,8205,8205,8205,0
foodandrecipes;health,2010,1,15.26523186,15.26523186,15.26523186,17.04445562,17.04445562,17.04445562,8205,8205,8205,0
foodandrecipes;health,2011,4,14.31521131,12.27773827,15.28647398,16.9326034,15.47004243,18.17145992,11103,8205,18484,1
foodandrecipes;health,2012,4,14.85893755,14.43140112,15.28647398,17.60795777,17.04445562,18.17145992,13425,8366,18484,2
foodandrecipes;health,2013,5,14.79279629,14.41563807,15.28647398,17.01952845,15.81774264,18.17145992,9920.6,4160,18484,2
foodandrecipes;health,2014,7,14.20703102,11.24608994,15.28647398,15.89801024,13.76565471,17.04445562,7449,4169,10227,2
foodandrecipes;health,2015,6,13.64940067,11.24608994,15.28647398,15.54261765,13.76565471,17.04445562,8404,6619,10227,0
foodandrecipes;health,2016,7,12.89508619,9.170414079,15.28647398,14.81158868,11.60247206,17.04445562,7523.714286,5859,10229,1
foodandrecipes;health,2017,5,11.26912535,9.08178008,15.28647398,13.59385279,11.53803483,17.04445562,6965.8,5877,8366,0
foodandrecipes;health,2018,7,12.22906537,9.311180891,15.28647398,14.62904406,12.5738667,17.04445562,11935.85714,5417,27520,3
foodandrecipes;health,2019,3,12.74535382,10.88742424,13.67431861,14.98120462,12.63128222,16.15616582,25645,21895,27520,1
foodandrecipes;health;shopping,2002,2,11.3243194,11.3243194,11.3243194,15.11225768,15.11225768,15.11225768,8083.5,8077,8090,0
foodandrecipes;health;shopping,2003,2,11.3243194,11.3243194,11.3243194,15.11225768,15.11225768,15.11225768,8089,8089,8089,0
foodandrecipes;health;shopping,2004,2,11.33640555,11.33640555,11.33640555,15.11225768,15.11225768,15.11225768,8191.5,8098,8285,0
foodandrecipes;health;shopping,2005,2,10.75043938,10.75043938,10.75043938,13.2950065,13.2950065,13.2950065,6694,6694,6694,0
foodandrecipes;health;shopping,2006,2,10.99531328,10.75043938,11.24018719,13.26818334,13.24136018,13.2950065,6466,6238,6694,0
foodandrecipes;health;shopping,2007,2,11.76597762,11.67415932,11.85779592,13.8919972,13.76565471,14.01833969,6559,6430,6688,0
foodandrecipes;health;shopping,2008,2,11.67415932,11.67415932,11.67415932,13.76565471,13.76565471,13.76565471,6689,6689,6689,0
foodandrecipes;health;shopping,2009,1,11.67415932,11.67415932,11.67415932,13.76565471,13.76565471,13.76565471,6689,6689,6689,0
foodandrecipes;health;shopping,2011,2,11.67415932,11.67415932,11.67415932,13.76565471,13.76565471,13.76565471,6689,6689,6689,0
foodandrecipes;health;shopping,2012,2,11.67415932,11.67415932,11.67415932,13.76565471,13.76565471,13.76565471,6689,6689,6689,0
foodandrecipes;health;shopping,2013,2,11.67415932,11.67415932,11.67415932,13.76565471,13.76565471,13.76565471,6689,6689,6689,0
foodandrecipes;health;shopping,2014,2,11.47561207,11.27706481,11.67415932,13.5303306,13.2950065,13.76565471,6188.5,5713,6664,0
foodandrecipes;health;shopping,2015,2,11.47561207,11.27706481,11.67415932,13.5303306,13.2950065,13.76565471,6196,5713,6679,0
foodandrecipes;health;shopping,2016,2,12.3003854,11.67415932,12.92661148,14.79169867,13.76565471,15.81774264,8370,6679,10061,0
foodandrecipes;health;shopping,2017,1,12.92661148,12.92661148,12.92661148,15.81774264,15.81774264,15.81774264,10061,10061,10061,0
foodandrecipes;health;shopping,2018,1,12.92661148,12.92661148,12.92661148,15.81774264,15.81774264,15.81774264,10061,10061,10061,0
foodandrecipes;health;shopping,2019,1,12.92661148,12.92661148,12.92661148,15.81774264,15.81774264,15.81774264,10061,10061,10061,0
foodandrecipes;shopping,2000,4,11.86702228,10.90076923,12.35014881,,,,2884.75,2206,3351,2
foodandrecipes;shopping,2001,6,11.55942236,9.74531347,13.5065575,13.8663668,13.7143939,14.01833969,4128,1154,8295,2
foodandrecipes;shopping,2002,14,12.19310846,9.74531347,14.14741642,14.74099096,13.7143939,16.6479251,5481.428571,1154,9575,4
foodandrecipes;shopping,2003,13,12.10875086,9.74531347,14.1083429,14.70587773,13.81666965,16.92669309,5251.538462,1154,9335,5
foodandrecipes;shopping,2004,16,12.05628781,10.81762422,15.49446864,14.68573714,13.81666965,15.77480295,6178.6875,2948,18251,5
foodandrecipes;shopping,2005,17,12.0238321,10.90076923,16.3861632,14.55884598,13.76565471,16.60763045,5469.235294,2426,8369,6
foodandrecipes;shopping,2006,23,12.28538959,10.58228758,16.3861632,14.53682042,12.5738667,17.27704034,6031.347826,2426,14609,9
foodandrecipes;shopping,2007,35,11.90157515,10.58228758,14.58950838,14.26256807,12.5738667,16.6881,6836.857143,2416,14611,12
foodandrecipes;shopping,2008,34,12.27604429,10.57307664,14.58950838,14.68166103,13.66288365,16.6881,7709.911765,2416,14981,14
foodandrecipes;shopping,2009,32,12.22518293,10.57307664,15.73659624,14.47826437,13.61112027,16.44523258,7607.4375,2416,23406,11
foodandrecipes;shopping,2010,33,11.8722674,9.447279693,16.06522557,14.47264608,13.34837121,17.7311,5943.757576,448,12188,9
foodandrecipes;shopping,2011,48,11.98740659,9.447279693,15.48174477,14.67309686,13.34837121,17.61891908,6736.375,448,25275,14
foodandrecipes;shopping,2012,58,12.37347633,9.758838634,15.48292358,14.79737451,13.0238668,16.96605863,8292.189655,448,25275,22
foodandrecipes;shopping,2013,63,12.34549964,10.19455069,15.48292358,14.64118023,13.0238668,16.96605863,8270.301587,538,25158,17
foodandrecipes;shopping,2014,74,12.50479925,9.76218107,15.48300729,14.76288158,13.34837121,16.96605863,7918.310811,538,23636,15
foodandrecipes;shopping,2015,82,12.41769594,9.517696268,15.75740675,14.86495024,13.07868587,17.19993928,7552.439024,538,24248,17
foodandrecipes;shopping,2016,85,12.55931765,9.517696268,15.6302422,15.10827142,13.07868587,18.91255403,8571.494118,572,27494,24
foodandrecipes;shopping,2017,69,12.95179495,10.08641628,15.6685386,15.35120718,13.07868587,18.87805463,9896.869565,572,28189,25
foodandrecipes;shopping,2018,42,13.17020042,10.08641628,16.37962891,15.27813728,13.07868587,18.87805463,12215.92857,572,24515,19
foodandrecipes;shopping,2019,59,13.12741231,9.978875,15.99042884,15.1210329,12.04049591,16.88721491,14007.22034,1964,42363,31
foodandrecipes;shopping;weapons,2014,1,10.08040936,10.08040936,10.08040936,,,,1139,1139,1139,0
