Categories,year,total,flesch_kincaid_Mean,flesch_kincaid_Min,flesch_kincaid_Max,smog_Mean,smog_Min,smog_Max,length_Mean,length_Min,length_Max,ChildCount
advertising;business;education,2008,2,11.70829212,11.70829212,11.70829212,13.50681897,13.50681897,13.50681897,5250,5250,5250,0
advertising;business;education,2009,1,11.70829212,11.70829212,11.70829212,13.50681897,13.50681897,13.50681897,5249,5249,5249,0
advertising;business;education,2010,2,11.70829212,11.70829212,11.70829212,13.50681897,13.50681897,13.50681897,5249,5249,5249,0
advertising;business;education,2011,2,11.70829212,11.70829212,11.70829212,13.50681897,13.50681897,13.50681897,5249,5249,5249,0
advertising;business;education,2012,2,11.74022915,11.70829212,11.77216618,13.81230292,13.50681897,14.11778686,5711.5,5249,6174,0
advertising;business;education,2013,2,11.86639863,11.77216618,11.96063109,14.14248067,14.11778686,14.16717447,6835.5,6174,7497,0
advertising;business;education,2014,4,12.34874171,11.96063109,12.73685233,14.57123864,14.16717447,14.97530281,10952.5,7494,14411,2
advertising;business;education,2015,3,12.2193715,11.96063109,12.73685233,14.43655058,14.16717447,14.97530281,9799.666667,7494,14411,1
advertising;business;education,2016,2,11.96063109,11.96063109,11.96063109,14.16717447,14.16717447,14.16717447,7494,7494,7494,0
advertising;business;education,2017,2,11.96063109,11.96063109,11.96063109,14.16717447,14.16717447,14.16717447,7494,7494,7494,0
advertising;business;education,2018,4,13.69584541,11.96063109,15.43105972,15.72210741,14.16717447,17.27704034,10723,7494,13952,0
advertising;business;education,2019,4,13.69140528,11.96063109,15.42217947,15.52719469,14.16717447,16.88721491,10766.5,7494,14039,0
advertising;business;games,2011,1,13.54760204,13.54760204,13.54760204,,,,2186,2186,2186,0
advertising;business;games,2012,2,13.54760204,13.54760204,13.54760204,,,,2186,2186,2186,0
advertising;business;games,2013,2,13.54760204,13.54760204,13.54760204,,,,2186,2186,2186,0
advertising;business;games,2014,1,14.2182383,14.2182383,14.2182383,16.07238961,16.07238961,16.07238961,5158,5158,5158,0
advertising;business;games,2015,2,13.90672354,13.90672354,13.90672354,15.86053751,15.86053751,15.86053751,5395,5395,5395,0
advertising;business;games,2016,1,13.90672354,13.90672354,13.90672354,15.86053751,15.86053751,15.86053751,5395,5395,5395,0
advertising;business;games,2017,2,12.96893804,12.96893804,12.96893804,15.81774264,15.81774264,15.81774264,7943,7933,7953,0
advertising;business;games,2018,2,12.63298063,12.63298063,12.63298063,15.24766489,15.24766489,15.24766489,9982,9982,9982,2
advertising;business;games,2019,2,12.63298063,12.63298063,12.63298063,15.24766489,15.24766489,15.24766489,9982,9982,9982,2
advertising;business;informationtech,2006,1,11.8356264,11.8356264,11.8356264,14.92929796,14.92929796,14.92929796,4089,4089,4089,1
advertising;business;informationtech,2007,1,13.59317204,13.59317204,13.59317204,15.68848315,15.68848315,15.68848315,5133,5133,5133,1
advertising;business;informationtech,2008,2,14.05115099,13.59317204,14.50912994,15.68848315,15.68848315,15.68848315,4815,4522,5108,1
advertising;business;informationtech,2009,3,13.89849134,13.59317204,14.50912994,15.68848315,15.68848315,15.68848315,4912.666667,4522,5108,2
advertising;business;informationtech,2010,3,13.68064849,12.02368559,14.50912994,15.29246565,15.29246565,15.29246565,6353.666667,4522,10017,1
advertising;business;informationtech,2011,9,12.76636191,12.02368559,14.50912994,15.38125404,15.29246565,15.47004243,6275.888889,1306,10017,2
advertising;business;informationtech,2012,12,13.25770424,10.95987595,14.45304187,14.75703161,13.45427322,15.68848315,6589.5,2198,23528,2
advertising;business;informationtech,2013,20,13.34240857,8.627467341,17.19637777,15.12079205,14.06817629,16.84762313,8708.55,1629,23507,7
advertising;business;informationtech,2014,24,13.6280685,10.71963054,16.48977169,15.29288467,14.06817629,16.80791676,8828.125,1629,23450,10
advertising;business;informationtech,2015,23,13.98427379,11.22260917,16.31656034,15.43587386,13.5591,17.7311,8707.608696,1629,23463,9
advertising;business;informationtech,2016,25,13.78315733,10.85666667,16.88032789,15.39329871,13.5591,17.7311,7673.04,1629,21808,10
advertising;business;informationtech,2017,28,14.20617094,11.22260917,16.88032789,15.74545622,13.5591,17.7311,8083.357143,314,21808,15
advertising;business;informationtech,2018,25,13.65391523,10.61704327,16.20123754,15.23691501,14.06817629,17.08348895,10897.56,314,21808,13
advertising;business;informationtech,2019,27,13.82341189,12.12896313,16.20123754,15.53900638,14.06817629,17.08348895,16390.51852,2198,33126,18
advertising;informationtech,2003,2,8.722942879,8.666633987,8.779251772,11.88651915,11.85546408,11.91757421,2630,2621,2639,0
advertising;informationtech,2011,1,10.68538071,10.68538071,10.68538071,13.07868587,13.07868587,13.07868587,10207,10207,10207,0
advertising;informationtech,2012,2,10.68538071,10.68538071,10.68538071,13.07868587,13.07868587,13.07868587,10207,10207,10207,0
advertising;informationtech,2013,2,10.63432825,10.63432825,10.63432825,13.07868587,13.07868587,13.07868587,10162,10162,10162,0
advertising;informationtech,2014,2,10.86019943,10.62308477,11.09731408,13.12372645,12.6883529,13.5591,10168,10099,10237,0
advertising;informationtech,2015,2,11.72866877,11.72866877,11.72866877,14.88311306,14.88311306,14.88311306,10109,10109,10109,0
advertising;informationtech,2016,2,11.53640351,11.53640351,11.53640351,14.7901945,14.7901945,14.7901945,10011,10011,10011,0
advertising;informationtech,2018,1,14.41067015,14.41067015,14.41067015,15.81774264,15.81774264,15.81774264,17705,17705,17705,1
advertising;informationtech,2019,1,14.43091503,14.43091503,14.43091503,15.90318901,15.90318901,15.90318901,17703,17703,17703,1
alcoholandtobacco,2000,2,11.59599567,11.59599567,11.59599567,,,,3397,3397,3397,0
alcoholandtobacco,2001,2,11.03286331,10.6787206,11.38700602,12.74508487,12.74508487,12.74508487,3841,3616,4066,0
alcoholandtobacco,2002,4,11.04100399,10.81059477,11.72871488,13.50681897,13.50681897,13.50681897,3613.5,3489,3675,0
alcoholandtobacco,2003,4,11.26965482,10.81059477,11.72871488,,,,3590,3489,3691,0
alcoholandtobacco,2004,6,11.34198262,10.81059477,11.94393989,14.42434836,13.50681897,14.88311306,5424.166667,3480,9034,0
alcoholandtobacco,2005,9,11.71414937,10.81059477,12.65083871,14.62027385,14.01833969,14.88311306,5911.777778,1839,9836,1
alcoholandtobacco,2006,6,11.57624371,10.81059477,12.65083871,14.78982132,14.69652958,14.88311306,5424,3489,9103,1
alcoholandtobacco,2007,6,11.43511536,10.81059477,12.1652823,,,,3256.833333,1825,3691,0
alcoholandtobacco,2008,11,11.73940829,10.81059477,12.71845517,14.53393163,13.2950065,15.47004243,4337.636364,1825,9211,1
alcoholandtobacco,2009,11,11.93831562,10.81059477,15.70593561,15.06320256,13.2950065,18.20757608,6026.272727,3489,14906,1
alcoholandtobacco,2010,16,12.54016094,10.81059477,20.15781546,15.10505623,13.2950065,20.13991521,6736.6875,3691,14906,4
alcoholandtobacco,2011,17,12.48936535,9.888824864,20.26503584,14.84546138,13.07868587,20.13991521,6403.352941,3648,15243,2
alcoholandtobacco,2012,28,12.3842326,9.888824864,16.18595784,14.72213575,13.07868587,16.6479251,7789,3648,17444,4
alcoholandtobacco,2013,34,12.45815305,10.32563098,16.96045761,14.63261745,13.2950065,16.84762313,8886.176471,3522,25427,5
alcoholandtobacco,2014,39,12.43955776,10.32563098,15.92061438,14.65809619,13.2950065,18.20757608,9134.948718,3522,25427,9
alcoholandtobacco,2015,40,12.51903479,10.32588133,15.92061438,14.86801049,13.2950065,18.20757608,9268.25,3522,25427,12
alcoholandtobacco,2016,39,12.51010731,10.32588133,15.70593561,14.77332341,13.2950065,18.20757608,8981.051282,3522,25421,13
alcoholandtobacco,2017,37,12.57970364,10.32588133,15.57367428,14.85709272,13.2950065,17.31543374,9904.540541,1631,24889,15
alcoholandtobacco,2018,28,12.6510601,9.620808882,15.57367428,14.86748499,13.18742774,16.40432271,12764.92857,3522,44588,15
alcoholandtobacco,2019,36,12.42644748,9.620808882,15.57367428,14.68322033,13.13320456,17.16122988,15213.25,3522,44576,18
alcoholandtobacco;blogsandpersonal;entertainment,2016,1,13.75665084,13.75665084,13.75665084,14.7901945,14.7901945,14.7901945,8569,8569,8569,0
alcoholandtobacco;blogsandpersonal;entertainment,2017,1,13.75665084,13.75665084,13.75665084,14.7901945,14.7901945,14.7901945,8569,8569,8569,0
alcoholandtobacco;business,1999,1,10.21693182,10.21693182,10.21693182,,,,1628,1628,1628,0
alcoholandtobacco;business,2000,3,10.1582106,8.396412698,11.22175758,14.06817629,14.06817629,14.06817629,2632.666667,1758,4164,0
alcoholandtobacco;business,2001,5,11.05387669,8.945377778,11.95928987,14.21536504,14.06817629,14.36255379,3098.6,1377,6065,0
alcoholandtobacco;business,2002,4,11.78532546,11.58010033,12.02181132,14.55300512,14.36255379,14.74345646,3820.25,1755,6065,0
alcoholandtobacco;business,2003,5,11.5757476,9.774405594,13.89047105,14.6021,14.6021,14.6021,3505.4,1761,5454,0
alcoholandtobacco;business,2004,4,11.83243832,9.774405594,13.89047105,,,,2433.5,1761,3106,0
alcoholandtobacco;business,2005,5,11.29089583,9.774405594,12.34297004,14.88145312,14.6021,15.02112968,7122,1761,13330,0
alcoholandtobacco;business,2006,9,11.82388003,9.705747772,13.68197959,14.67117724,14.50688674,15.02112968,4856.888889,788,13330,0
alcoholandtobacco;business,2007,8,11.56627774,9.705747772,12.22989633,14.5067863,14.45898005,14.55459255,4981.75,782,11988,0
alcoholandtobacco;business,2008,12,12.70218812,11.84615898,14.34628937,14.99225169,13.81666965,16.15616582,5596.583333,776,13853,1
alcoholandtobacco;business,2009,9,12.40427132,11.70887466,14.11612749,14.75532431,13.81666965,15.38157575,5587.111111,1722,13853,4
alcoholandtobacco;business,2010,18,12.42998345,11.10232357,14.1466582,14.26691936,12.6883529,15.11225768,5380.833333,1674,15223,7
alcoholandtobacco;business,2011,26,12.92764563,11.11417067,16.72798307,14.64997357,12.6883529,17.46797935,5384.038462,1346,19261,7
alcoholandtobacco;business,2012,33,13.3618223,11.11417067,16.95758788,15.15005116,12.6883529,17.46797935,7080.636364,1346,19261,12
alcoholandtobacco;business,2013,36,13.30299686,11.11417067,16.95732237,15.1914734,12.6883529,17.00531249,6702.722222,1346,20373,11
alcoholandtobacco;business,2014,34,13.1313035,11.40621893,16.6113296,15.5875363,13.81666965,18.91255403,6905.911765,1173,20297,8
alcoholandtobacco;business,2015,33,13.28582097,9.663780282,18.17913851,15.60487963,12.2217632,18.20757608,7182.666667,1173,21891,8
alcoholandtobacco;business,2016,35,12.81939918,8.18622465,15.53877854,15.11146809,12.2217632,18.20757608,9871.371429,1456,22561,13
alcoholandtobacco;business,2017,24,13.24443135,11.0997619,17.75230694,15.13064518,13.50681897,18.20757608,11543.70833,1650,22564,8
alcoholandtobacco;business,2018,32,12.85166177,9.426943623,16.2018874,14.96750225,13.0238668,18.20757608,16130.6875,1650,53754,15
alcoholandtobacco;business,2019,33,12.54180317,9.544505801,15.57638861,14.63759222,12.2217632,16.76809479,19082.72727,4866,66349,14
alcoholandtobacco;business;education,2001,1,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,1
alcoholandtobacco;business;education,2002,2,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,2
alcoholandtobacco;business;education,2003,2,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,2
alcoholandtobacco;business;education,2004,2,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,2
alcoholandtobacco;business;education,2005,2,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,2
alcoholandtobacco;business;education,2006,3,14.05113418,12.19316013,14.98012121,16.20865265,14.45898005,17.08348895,8412,5693,13850,2
alcoholandtobacco;business;education,2007,2,14.98012121,14.98012121,14.98012121,17.08348895,17.08348895,17.08348895,5693,5693,5693,2
alcoholandtobacco;business;education,2008,4,13.58664067,12.19316013,14.98012121,15.7712345,14.45898005,17.08348895,9771.5,5693,13850,2
alcoholandtobacco;business;education,2009,6,13.00111573,11.6435316,15.16665544,15.35001644,14.31402892,17.27704034,7980.666667,4436,13850,4
alcoholandtobacco;business;education,2010,6,13.26542687,11.6435316,15.16665544,15.83793645,14.31402892,17.27704034,7739.333333,4436,20148,3
alcoholandtobacco;business;education,2011,6,11.63330773,7.10514613,15.16665544,14.13153397,8.841846275,17.27704034,9148.333333,4436,29890,4
alcoholandtobacco;business;education,2012,7,15.30887957,12.1204908,19.92815747,17.499727,15.02112968,20.89074998,7652.428571,5236,10751,2
alcoholandtobacco;business;education,2013,6,14.68111097,12.1204908,19.92815747,16.78163132,15.02112968,20.89074998,14002.83333,5236,51482,3
alcoholandtobacco;business;education,2014,4,13.64357312,12.1204908,15.16665544,16.14908501,15.02112968,17.27704034,5446,5236,5656,2
alcoholandtobacco;business;education,2015,7,14.06008218,12.1204908,15.16665544,15.95980759,15.02112968,17.27704034,11113.28571,2177,51655,3
alcoholandtobacco;business;education,2016,9,14.53594243,12.1204908,19.61767895,16.07544935,13.61112027,19.11798723,12595.77778,2177,51300,4
alcoholandtobacco;business;education,2017,5,14.04244655,12.76874898,15.16665544,15.10846324,13.13320456,17.27704034,16620,2177,26721,4
alcoholandtobacco;business;education,2018,5,13.84722113,12.69581818,15.57638861,14.68064925,13.86744224,16.15616582,13607.2,2177,26681,3
alcoholandtobacco;business;education,2019,6,13.47032418,12.20702826,15.56300698,15.17126557,13.96827395,16.15616582,17812.16667,4890,30298,4
alcoholandtobacco;business;entertainment,2005,2,11.73404762,11.73404762,11.73404762,,,,1806,1806,1806,2
alcoholandtobacco;business;entertainment,2006,2,11.73404762,11.73404762,11.73404762,,,,1803,1803,1803,2
alcoholandtobacco;business;entertainment,2012,1,13.80781528,13.80781528,13.80781528,,,,2649,2649,2649,0
alcoholandtobacco;business;entertainment,2013,1,13.80781528,13.80781528,13.80781528,,,,2653,2653,2653,0
alcoholandtobacco;business;entertainment,2014,2,13.80781528,13.80781528,13.80781528,,,,2653,2653,2653,0
alcoholandtobacco;business;entertainment,2015,2,13.80781528,13.80781528,13.80781528,,,,2653,2653,2653,0
alcoholandtobacco;business;entertainment,2016,4,12.07602172,10.27444444,13.80781528,12.91267544,12.80148409,13.0238668,3798.25,2653,4960,0
alcoholandtobacco;business;entertainment,2017,2,10.33683721,10.27444444,10.39922997,12.91267544,12.80148409,13.0238668,5097,5037,5157,0
alcoholandtobacco;business;entertainment,2018,2,9.905812116,9.905812116,9.905812116,13.0238668,13.0238668,13.0238668,3980.5,3940,4021,0
alcoholandtobacco;business;entertainment,2019,1,9.905812116,9.905812116,9.905812116,13.0238668,13.0238668,13.0238668,4016,4016,4016,0
alcoholandtobacco;business;foodandrecipes,2007,2,11.63052507,11.63052507,11.63052507,,,,2489,2489,2489,0
alcoholandtobacco;business;foodandrecipes,2009,1,15.03568536,15.03568536,15.03568536,15.24766489,15.24766489,15.24766489,14132,14132,14132,1
alcoholandtobacco;business;foodandrecipes,2010,3,15.00373973,14.93984848,15.03568536,15.24766489,15.24766489,15.24766489,10996.33333,4761,14114,3
alcoholandtobacco;business;foodandrecipes,2011,3,14.18872823,12.49481397,15.03568536,15.07959541,14.74345646,15.24766489,11552,6428,14114,3
alcoholandtobacco;business;foodandrecipes,2012,5,13.76603815,11.59233939,15.03568536,15.07959541,14.74345646,15.24766489,8384.8,2497,14114,4
alcoholandtobacco;business;foodandrecipes,2013,6,12.91960668,11.59233939,14.67166667,14.74345646,14.74345646,14.74345646,4565.333333,2497,6428,4
alcoholandtobacco;business;foodandrecipes,2014,6,12.91960668,11.59233939,14.67166667,14.74345646,14.74345646,14.74345646,4565.333333,2497,6428,4
alcoholandtobacco;business;foodandrecipes,2015,6,12.91960668,11.59233939,14.67166667,14.74345646,14.74345646,14.74345646,4565.333333,2497,6428,4
alcoholandtobacco;business;foodandrecipes,2016,6,13.668805,11.59233939,15.44207306,15.73637473,14.74345646,16.6479251,7074.666667,2497,16436,5
alcoholandtobacco;business;foodandrecipes,2017,6,14.0928156,11.2156046,15.44207306,15.48833009,13.18742774,16.6479251,8044.166667,4771,14407,5
alcoholandtobacco;business;foodandrecipes,2018,3,14.66598521,13.11380952,15.44207306,16.25529754,15.47004243,16.6479251,9823.333333,7531,14407,3
alcoholandtobacco;business;foodandrecipes,2019,2,13.470424,11.28786413,15.65298387,13.0238668,13.0238668,13.0238668,4402.5,4060,4745,1
alcoholandtobacco;business;shopping,2010,1,15.74628692,15.74628692,15.74628692,,,,3620,3620,3620,0
alcoholandtobacco;business;shopping,2011,3,14.79887644,12.90405549,15.74628692,13.81666965,13.81666965,13.81666965,6622.666667,3620,12628,1
alcoholandtobacco;business;shopping,2012,4,14.32517121,12.90405549,15.74628692,13.81666965,13.81666965,13.81666965,8124,3620,12628,2
alcoholandtobacco;business;shopping,2013,5,14.6854971,12.90405549,16.12680069,13.81666965,13.81666965,13.81666965,7558.2,3620,12628,2
alcoholandtobacco;business;shopping,2014,4,15.22598595,12.90405549,16.12680069,13.81666965,13.81666965,13.81666965,6709.5,3620,12628,1
alcoholandtobacco;business;shopping,2015,4,14.49850185,12.90405549,15.8394805,15.65685454,13.81666965,17.19993928,11218.25,9771,12703,4
alcoholandtobacco;business;shopping,2016,5,13.93952857,9.093413313,15.8874155,14.57071149,12.10132525,17.19993928,7762.8,3668,12702,2
alcoholandtobacco;business;shopping,2017,2,11.25220211,9.093413313,13.41099092,13.2560976,12.10132525,14.41086994,10848.5,8995,12702,1
alcoholandtobacco;business;shopping,2018,2,11.97907332,9.093413313,14.86473333,13.28015265,12.10132525,14.45898005,39767.5,8995,70540,1
alcoholandtobacco;business;shopping,2019,2,15.34763415,15.04235674,15.65291156,16.6479251,16.6479251,16.6479251,15160.5,3668,26653,1
alcoholandtobacco;business;travel,2014,2,13.86125453,13.8404369,13.88207216,14.54972757,14.21634208,14.88311306,16967.5,16470,17465,2
alcoholandtobacco;business;travel,2015,2,13.68537007,13.61477962,13.75596051,14.81347023,14.7901945,14.83674596,17336.5,17281,17392,2
alcoholandtobacco;business;travel,2017,2,13.7441679,13.7441679,13.7441679,,,,17401,17401,17401,2
alcoholandtobacco;business;travel,2019,1,13.81322362,13.81322362,13.81322362,14.92929796,14.92929796,14.92929796,34755,34755,34755,1
alcoholandtobacco;drugs;education,2014,1,16.81353011,16.81353011,16.81353011,17.39191049,17.39191049,17.39191049,7863,7863,7863,1
alcoholandtobacco;drugs;education,2016,2,17.26954481,17.26954481,17.26954481,17.31543374,17.31543374,17.31543374,7658,7658,7658,2
alcoholandtobacco;drugs;education,2017,1,17.26954481,17.26954481,17.26954481,17.31543374,17.31543374,17.31543374,7658,7658,7658,1
alcoholandtobacco;drugs;education,2019,1,12.29324562,12.29324562,12.29324562,14.01833969,14.01833969,14.01833969,6807,6807,6807,0
alcoholandtobacco;drugs;shopping,2010,2,11.55687169,11.21373685,11.90000654,14.06410425,13.76565471,14.36255379,5788.5,4603,6974,1
alcoholandtobacco;drugs;shopping,2011,3,11.75382885,11.46147347,11.90000654,14.24781575,14.01833969,14.36255379,4626.333333,4502,4875,2
alcoholandtobacco;drugs;shopping,2012,6,11.63519239,11.06513844,11.94043219,14.61422117,14.36255379,15.02112968,6821.333333,4502,8825,2
alcoholandtobacco;drugs;shopping,2013,6,11.62348874,10.99491656,11.94043219,14.58349055,14.36255379,15.02112968,6836.5,4502,8825,2
alcoholandtobacco;drugs;shopping,2014,4,11.43502737,10.94983537,11.94043219,14.60048071,14.36255379,14.7901945,6938.75,4502,8825,1
alcoholandtobacco;drugs;shopping,2015,3,11.26655909,10.94983537,11.90000654,14.6476476,14.36255379,14.7901945,6310,4502,7214,1
alcoholandtobacco;drugs;shopping,2016,3,11.44738651,10.94983537,11.69616208,14.34192274,14.11778686,14.7901945,8242.666667,7214,8757,0
alcoholandtobacco;drugs;shopping,2017,4,11.71712372,11.69447265,11.7397748,14.11778686,14.11778686,14.11778686,6492.5,4210,8775,2
alcoholandtobacco;drugs;shopping,2018,1,11.69447265,11.69447265,11.69447265,14.11778686,14.11778686,14.11778686,8775,8775,8775,0
alcoholandtobacco;drugs;shopping,2019,4,10.92557813,10.15602886,11.69447265,13.28788123,12.4579756,14.11778686,7441.25,6099,8775,0
alcoholandtobacco;education,2001,1,12.25197882,12.25197882,12.25197882,,,,3043,3043,3043,0
alcoholandtobacco;education,2002,4,11.00279628,8.504431203,12.25197882,,,,1984,750,3058,0
alcoholandtobacco;education,2003,1,12.25197882,12.25197882,12.25197882,,,,3015,3015,3015,0
alcoholandtobacco;education,2004,1,13.52874382,13.52874382,13.52874382,,,,4123,4123,4123,0
alcoholandtobacco;education,2005,2,12.89036132,12.25197882,13.52874382,,,,3577,3031,4123,0
alcoholandtobacco;education,2006,3,12.93402874,11.74459859,13.52874382,14.06817629,14.06817629,14.06817629,4577.333333,4121,5488,1
alcoholandtobacco;education,2007,5,12.65434658,11.74459859,13.52874382,14.13388173,14.06817629,14.26529262,5257,4121,7067,2
alcoholandtobacco;education,2008,7,12.40388907,11.66071971,13.52874382,14.17665598,14.06817629,14.26529262,5381.142857,2187,7067,2
alcoholandtobacco;education,2009,3,10.58606536,8.918715729,11.66071971,13.93961287,13.66288365,14.21634208,4539.666667,1917,6107,1
alcoholandtobacco;education,2010,9,11.14795044,8.918715729,12.53671875,14.24095058,13.66288365,14.55459255,3904.777778,1608,6107,3
alcoholandtobacco;education,2011,11,11.45116892,8.918715729,12.73823748,14.09014014,13.66288365,14.55459255,4390.454545,1917,7053,5
alcoholandtobacco;education,2012,13,11.80185437,8.918715729,12.73823748,14.12934733,13.66288365,14.55459255,4777.076923,1917,7053,5
alcoholandtobacco;education,2013,12,11.75397019,10.39795796,12.84572442,14.18693537,13.66288365,14.55459255,4625.666667,1991,7053,4
alcoholandtobacco;education,2014,9,11.72021852,10.39795796,12.84572442,14.22921132,13.66288365,14.55459255,4696.666667,1991,6553,2
alcoholandtobacco;education,2015,8,11.59707358,10.39795796,12.92260633,14.30152697,14.21634208,14.41086994,4296.25,1992,6683,0
alcoholandtobacco;education,2016,11,11.99505434,10.39795796,14.88748787,14.56362009,14.21634208,15.33710201,4570.090909,1992,7508,0
alcoholandtobacco;education,2017,8,11.71527641,10.39795796,12.92260633,14.31360601,14.21634208,14.41086994,4230,1992,6683,0
alcoholandtobacco;education,2018,6,13.14862851,10.39795796,15.6315821,14.33808128,14.26529262,14.41086994,5546.833333,2135,8493,0
alcoholandtobacco;education,2019,13,12.22855216,9.822770563,15.56300698,14.11458746,11.60247206,15.20269789,8238,2101,24474,0
alcoholandtobacco;education;personals,2007,1,12.06547049,12.06547049,12.06547049,15.29246565,15.29246565,15.29246565,7796,7796,7796,1
alcoholandtobacco;education;personals,2010,1,12.22125968,12.22125968,12.22125968,15.29246565,15.29246565,15.29246565,8052,8052,8052,1
alcoholandtobacco;education;personals,2011,2,12.22125968,12.22125968,12.22125968,15.29246565,15.29246565,15.29246565,8052,8052,8052,2
alcoholandtobacco;education;personals,2012,1,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,1
alcoholandtobacco;education;personals,2013,2,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,2
alcoholandtobacco;education;personals,2014,2,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,2
alcoholandtobacco;education;personals,2015,2,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,2
alcoholandtobacco;education;personals,2016,1,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,1
alcoholandtobacco;education;personals,2017,1,11.64915374,11.64915374,11.64915374,15.11225768,15.11225768,15.11225768,7983,7983,7983,1
alcoholandtobacco;education;shopping,2002,2,12.84833643,12.84833643,12.84833643,,,,3435,3435,3435,0
alcoholandtobacco;education;shopping,2003,2,12.84833643,12.84833643,12.84833643,,,,3435,3435,3435,0
alcoholandtobacco;education;shopping,2004,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
alcoholandtobacco;education;shopping,2005,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
alcoholandtobacco;education;shopping,2006,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
alcoholandtobacco;education;shopping,2007,2,12.44897767,12.44897767,12.44897767,,,,3476,3476,3476,0
alcoholandtobacco;education;shopping,2008,4,11.47147406,10.49397044,12.44897767,13.61112027,13.61112027,13.61112027,4227,3476,4978,0
alcoholandtobacco;education;shopping,2009,4,11.47147406,10.49397044,12.44897767,13.61112027,13.61112027,13.61112027,4227,3476,4978,0
alcoholandtobacco;education;shopping,2010,3,12.12405755,10.49397044,13.42922454,14.24711667,13.61112027,14.88311306,6304.666667,3476,10471,0
alcoholandtobacco;education;shopping,2011,3,12.50704265,10.49397044,13.51357875,14.07972604,13.61112027,14.31402892,8753,4967,10646,0
alcoholandtobacco;education;shopping,2012,3,13.30304371,13.27002211,13.31955451,13.50681897,13.50681897,13.50681897,7606,3236,16346,0
alcoholandtobacco;education;shopping,2013,3,13.27922585,13.19856852,13.31955451,13.50681897,13.50681897,13.50681897,7572,3243,16230,0
alcoholandtobacco;education;shopping,2014,4,13.14638679,12.74786963,13.31955451,13.37408958,13.24136018,13.50681897,9806,3243,16508,0
alcoholandtobacco;education;shopping,2015,4,13.03371207,12.74786963,13.31955451,13.24136018,13.24136018,13.24136018,9877.25,3243,16515,0
alcoholandtobacco;education;shopping,2016,5,13.39801848,12.74786963,14.85524411,14.34997845,13.24136018,16.56721497,9722,3243,16515,0
alcoholandtobacco;education;shopping,2017,4,13.70850135,13.31955451,14.09744819,14.64941154,14.64941154,14.64941154,11843.5,3243,20444,0
alcoholandtobacco;education;shopping,2018,3,14.36697218,13.31955451,15.03048276,13.94172078,13.76565471,14.11778686,25328,3243,36772,2
alcoholandtobacco;education;shopping,2019,1,12.20702826,12.20702826,12.20702826,13.96827395,13.96827395,13.96827395,29995,29995,29995,0
alcoholandtobacco;education;travel,2018,1,12.40082075,12.40082075,12.40082075,15.42588865,15.42588865,15.42588865,14101,14101,14101,1
alcoholandtobacco;education;travel,2019,2,12.40082075,12.40082075,12.40082075,15.42588865,15.42588865,15.42588865,14101,14101,14101,2
alcoholandtobacco;foodandrecipes,2000,2,10.58129704,10.54912459,10.61346948,12.77229475,12.63128222,12.91330727,3873.5,3857,3890,0
alcoholandtobacco;foodandrecipes,2001,2,10.79627611,10.79627611,10.79627611,,,,3800,3800,3800,0
alcoholandtobacco;foodandrecipes,2002,4,11.98192483,10.59272876,13.3810894,14.15932834,12.91330727,15.68848315,5646,3854,7890,0
alcoholandtobacco;foodandrecipes,2003,6,12.26015441,10.65491228,13.3810894,14.32861273,12.96874232,15.68848315,4544.333333,1865,7890,0
alcoholandtobacco;foodandrecipes,2004,4,12.07087196,11.01456983,13.50988666,13.95515875,13.0238668,15.81774264,4752.75,1889,7892,0
alcoholandtobacco;foodandrecipes,2005,4,12.30929118,11.15185761,13.46672474,14.75790198,13.40145869,16.11434528,6578.5,4537,8620,0
alcoholandtobacco;foodandrecipes,2006,4,12.39205048,11.15185761,13.79921533,14.79952306,13.40145869,16.28082958,6481,4537,8620,0
alcoholandtobacco;foodandrecipes,2007,4,12.45362316,11.15185761,13.75538871,14.9028907,13.40145869,16.40432271,6826.5,4439,9165,0
alcoholandtobacco;foodandrecipes,2008,6,12.61995825,11.20969825,14.23167053,14.74270489,12.91330727,16.80791676,9776.666667,4562,14952,2
alcoholandtobacco;foodandrecipes,2009,5,11.81676421,11.08438561,13.95167276,14.14303708,12.91330727,16.11434528,6291.4,1570,13126,1
