year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,270,5.57037037037037,7063.548148148148,12.342578994481483,8.19731750574074,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2010,380,6.231578947368421,7731.628947368421,12.733143326684209,8.730628153263158,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2011,539,6.476808905380334,8345.222634508349,12.951601549573283,9.041951371428572,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2012,639,6.524256651017215,8658.046948356807,12.827010575023474,8.949706148669797,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2013,666,6.216216216216216,9131.492492492493,12.885257943708707,8.934340591951953,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2014,712,5.61938202247191,8991.349719101123,12.773853089859552,8.664676255941014,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2015,762,5.380577427821522,8742.919947506562,12.753984826876637,8.888703661377953,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2016,828,5.71256038647343,9531.764492753624,12.771113708019323,9.071429131642512,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2017,771,6.150453955901427,10038.171206225681,12.70624360609598,9.381902394215306,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2018,683,6.11420204978038,11190.726207906297,12.750874062445094,10.464534914553441,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
2019,654,7.045871559633028,12756.25993883792,12.650435743226298,11.03183343501529,False,adult;entertainment;games - blogsandpersonal;entertainment;games - business;entertainment;games - deceptive;entertainment;games - education;entertainment;games - education;entertainment;games;shopping - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - 
